board,physical_board_id,capture_directory,started_utc,ended_utc,sample_count,sample_time_error_percent,transport_sha256,csv_sha256,expected_firmware_sha256,capture_tool_sha256,analyzer_sha256
rp2040,RPI-PICO-RP2040-01,captures/rp2040/20260910T110338.807055Z_rp2040_001,2026-09-10T11:03:38.928Z,2026-09-10T11:04:54.075Z,7506944,-0.0032528823365227575,03f05606bcbd86cf44996b018b9274e1c061f8b2b3029a30f7fa3e19cba78302,dc0548acb8706d1f96c19b3269f5f1e680290bf835e7dcd8c36a8a54a11f5349,85ccf6b07845d379e9b647698950b2bffca27c34174072c9c67d34f648d84e15,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,53cf82e70254e0357a1c6713c5d9663c533d7300834f552d2bdc840ad814dc84
rp2040,RPI-PICO-RP2040-01,captures/rp2040/20260910T110559.986606Z_rp2040_002,2026-09-10T11:05:59.992Z,2026-09-10T11:07:14.994Z,7492608,0.000248512219350632,45529e10ea6f3ae4c702592daff45d6080f8ad4e025196da1fe2eb66b665fbdd,c4f35c88e97136c0c7dcc714e5cc1f56d583fc673efb0c65dea6de633e8fe934,85ccf6b07845d379e9b647698950b2bffca27c34174072c9c67d34f648d84e15,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,53cf82e70254e0357a1c6713c5d9663c533d7300834f552d2bdc840ad814dc84
rp2040,RPI-PICO-RP2040-01,captures/rp2040/20260910T110831.606849Z_rp2040_003,2026-09-10T11:08:31.612Z,2026-09-10T11:09:46.613Z,7492608,0.0005250535904557138,d1900c04cc6054ffe5dba690115094384bc55f01f2a4660ff54674d0e6dc103a,63880d460e0d1aa60998ab94e164846c793a13b4530855082559ae46a1f4399b,85ccf6b07845d379e9b647698950b2bffca27c34174072c9c67d34f648d84e15,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,53cf82e70254e0357a1c6713c5d9663c533d7300834f552d2bdc840ad814dc84
rp2040,RPI-PICO-RP2040-01,captures/rp2040/20260910T111100.926278Z_rp2040_004,2026-09-10T11:11:00.930Z,2026-09-10T11:12:15.937Z,7493120,-4.137126082846511e-05,3299ba090890c65ef842cb8d8534cc0876311b6672ddc39a8e7eb16331d1a0d7,452a1b01828643b516f0145bc28c28383f3d380f76b1bb548ae7df6a2b2e33e3,85ccf6b07845d379e9b647698950b2bffca27c34174072c9c67d34f648d84e15,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,53cf82e70254e0357a1c6713c5d9663c533d7300834f552d2bdc840ad814dc84
rp2040,RPI-PICO-RP2040-01,captures/rp2040/20260910T111329.207480Z_rp2040_005,2026-09-10T11:13:29.212Z,2026-09-10T11:14:44.260Z,7492096,-0.005051468670006127,bcc728948cd2364ba7ae2d8c6ac1479c77d5672f200ea605cdbaab07ee8e0765,36888fcc6f6d4b7da11b89adcfd326260755239dad379b8767be728f7897cb09,85ccf6b07845d379e9b647698950b2bffca27c34174072c9c67d34f648d84e15,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,53cf82e70254e0357a1c6713c5d9663c533d7300834f552d2bdc840ad814dc84
rp2040,RPI-PICO-RP2040-01,captures/rp2040/20260910T111555.764689Z_rp2040_006,2026-09-10T11:15:55.769Z,2026-09-10T11:17:10.769Z,7492608,0.0014788127068871234,bc7b4f4d33b8afa64d477735841fe37a078754b173eeac26e2e53dd7f0602785,69e02431eb2d54d8f9102e756f89e1538695ae8d8acfa7630289728519cc6978,85ccf6b07845d379e9b647698950b2bffca27c34174072c9c67d34f648d84e15,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,53cf82e70254e0357a1c6713c5d9663c533d7300834f552d2bdc840ad814dc84
rp2040,RPI-PICO-RP2040-01,captures/rp2040/20260910T111823.107058Z_rp2040_007,2026-09-10T11:18:23.111Z,2026-09-10T11:19:38.117Z,7493120,0.001264108911291257,378edb912d4072d77996ccce2657668ad2649ff1be9125ee1036b018eb8987ec,367816c43f42bf86e7eef6dcc15932af2e7ad26d4bce538bfead3078dfe11793,85ccf6b07845d379e9b647698950b2bffca27c34174072c9c67d34f648d84e15,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,53cf82e70254e0357a1c6713c5d9663c533d7300834f552d2bdc840ad814dc84
rp2040,RPI-PICO-RP2040-01,captures/rp2040/20260910T112049.352712Z_rp2040_008,2026-09-10T11:20:49.357Z,2026-09-10T11:22:04.358Z,7492608,0.0007746361306043767,112d18ace377c9e73718f9d4aa7105e9fc2b59de9fb7f3e4a1acf9b814f566e5,0e17a121da8ee32771d642c84d564d564f9ea4c6c34edb96d380d4efbb8aa82f,85ccf6b07845d379e9b647698950b2bffca27c34174072c9c67d34f648d84e15,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,53cf82e70254e0357a1c6713c5d9663c533d7300834f552d2bdc840ad814dc84
rp2040,RPI-PICO-RP2040-01,captures/rp2040/20260910T112316.626879Z_rp2040_009,2026-09-10T11:23:16.631Z,2026-09-10T11:24:31.637Z,7493120,0.0011233097225482186,baa08ecebbfda3378ab28ee471b90d9cbae0d4f86ebfec180f79e301a87854c7,34dafa5c203136b4b863166b7316fc84b26db4fa9209cc95430d955ee253f422,85ccf6b07845d379e9b647698950b2bffca27c34174072c9c67d34f648d84e15,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,53cf82e70254e0357a1c6713c5d9663c533d7300834f552d2bdc840ad814dc84
rp2040,RPI-PICO-RP2040-01,captures/rp2040/20260910T112543.185929Z_rp2040_010,2026-09-10T11:25:43.191Z,2026-09-10T11:26:58.191Z,7492608,0.00025865560094391724,e6d6206c9dccba33aced754594578884d704cf6890f53827c7f66e0a165a8281,be0b61d1c81c3eed591a4767913cd8045720c7f9ed86a618cf5c71073edbc580,85ccf6b07845d379e9b647698950b2bffca27c34174072c9c67d34f648d84e15,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,53cf82e70254e0357a1c6713c5d9663c533d7300834f552d2bdc840ad814dc84
stm32,NUCLEO-F446RE-01,captures/stm32/20260910T115912.942104Z_stm32_001,2026-09-10T11:59:13.041Z,2026-09-10T12:00:05.097Z,5192704,-0.012681186601579991,ac780fca048240567a39e7ab920ef69622488e239bbc8c36e4e59ba47befe99e,a101872629ee5fe9a23c61e4700ad77e79132031f02b87f4d6869fac977b762a,159849461b7f3ade75b4b4674f4302327964ec31fc1404bc8609fd47f9e80b2d,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,35b8fdbbb41a3b1ae5ed2a4b98d7974dc07f23a8b894ba0366842acc6ebd1e01
stm32,NUCLEO-F446RE-01,captures/stm32/20260910T120054.572322Z_stm32_002,2026-09-10T12:00:54.577Z,2026-09-10T12:01:46.452Z,5179904,-0.00019942414536798614,ec01e831b87ae5b9754b53e82926a0214c89d0981587c49cae44f55ab709c5db,a7556f58b4dae765c0943502d8386644dd0def016785dc44f56d024f05ecfb66,159849461b7f3ade75b4b4674f4302327964ec31fc1404bc8609fd47f9e80b2d,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,35b8fdbbb41a3b1ae5ed2a4b98d7974dc07f23a8b894ba0366842acc6ebd1e01
stm32,NUCLEO-F446RE-01,captures/stm32/20260910T120239.878921Z_stm32_003,2026-09-10T12:02:39.885Z,2026-09-10T12:03:31.743Z,5178368,-0.00030608006555177383,a5d41d7a306d5e02b1eef78ed2bde070153d1ba08594c802b2a58d6a6a9a5780,5a332c2b441cd9c3652b41298aa473fd64ce45c36c5d561e89ae3a0495c17373,159849461b7f3ade75b4b4674f4302327964ec31fc1404bc8609fd47f9e80b2d,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,35b8fdbbb41a3b1ae5ed2a4b98d7974dc07f23a8b894ba0366842acc6ebd1e01
stm32,NUCLEO-F446RE-01,captures/stm32/20260910T120423.976352Z_stm32_004,2026-09-10T12:04:23.982Z,2026-09-10T12:05:15.889Z,5177856,-0.008155606416604054,4405de0fb925d2f94ac4de45b5a95b3f0a11b2f8c23f20f28ef73f37027165f0,60a806dede5efaa43b408d66824035dfb31c9b670e3dbf894c6ff5221a6c9d1c,159849461b7f3ade75b4b4674f4302327964ec31fc1404bc8609fd47f9e80b2d,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,35b8fdbbb41a3b1ae5ed2a4b98d7974dc07f23a8b894ba0366842acc6ebd1e01
stm32,NUCLEO-F446RE-01,captures/stm32/20260910T120607.538986Z_stm32_005,2026-09-10T12:06:07.543Z,2026-09-10T12:06:59.439Z,5176832,-0.008399412522526021,79be4cf746ad2c598b6eaca59eeb6aefb02403d83f243b285f5da9845a95429e,33e39ae650d3ea332b16370911a90cffef63ddd960a008eef41d0569b9c72b61,159849461b7f3ade75b4b4674f4302327964ec31fc1404bc8609fd47f9e80b2d,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,35b8fdbbb41a3b1ae5ed2a4b98d7974dc07f23a8b894ba0366842acc6ebd1e01
stm32,NUCLEO-F446RE-01,captures/stm32/20260910T120752.926254Z_stm32_006,2026-09-10T12:07:52.930Z,2026-09-10T12:08:44.789Z,5178368,0.0010806610055530865,6111157106aa4f3659015027bce75fda2b115c11a95c47f2d16acae129e2d060,da16c18558fec87a12511ad919afd08b23c0162f40871606199149ea59dc28f7,159849461b7f3ade75b4b4674f4302327964ec31fc1404bc8609fd47f9e80b2d,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,35b8fdbbb41a3b1ae5ed2a4b98d7974dc07f23a8b894ba0366842acc6ebd1e01
stm32,NUCLEO-F446RE-01,captures/stm32/20260910T120938.660983Z_stm32_007,2026-09-10T12:09:38.665Z,2026-09-10T12:10:30.534Z,5179392,0.00023709404203357595,ee41f40a08db31560dc1e0990987f6e359274d73998caf05e538db4ee5f2dac2,faaf94694d68dad92f6b683f91a893400c4c9ff7df35991671f60f8466072c04,159849461b7f3ade75b4b4674f4302327964ec31fc1404bc8609fd47f9e80b2d,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,35b8fdbbb41a3b1ae5ed2a4b98d7974dc07f23a8b894ba0366842acc6ebd1e01
stm32,NUCLEO-F446RE-01,captures/stm32/20260910T121124.479390Z_stm32_008,2026-09-10T12:11:24.486Z,2026-09-10T12:12:16.324Z,5176320,0.0006408068522930305,67a560041382c2c6948f09d8ea14eb0cbdd285a38f3b1ff7ae57623ecbca8531,5dadc0247d9251d130e1094e142969ba3a9e97c79046df73994c930c49dd476b,159849461b7f3ade75b4b4674f4302327964ec31fc1404bc8609fd47f9e80b2d,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,35b8fdbbb41a3b1ae5ed2a4b98d7974dc07f23a8b894ba0366842acc6ebd1e01
stm32,NUCLEO-F446RE-01,captures/stm32/20260910T121309.937316Z_stm32_009,2026-09-10T12:13:09.942Z,2026-09-10T12:14:01.793Z,5177856,0.0012080435504406514,c92771b56263ed4108e64a87257032ab0a92d2d6181f5209c4dd19e1526c3499,ef69e4a44e511f986c0a5cb13d5b633b21f00554bb2d4d8a3cdf23410b890c4f,159849461b7f3ade75b4b4674f4302327964ec31fc1404bc8609fd47f9e80b2d,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,35b8fdbbb41a3b1ae5ed2a4b98d7974dc07f23a8b894ba0366842acc6ebd1e01
stm32,NUCLEO-F446RE-01,captures/stm32/20260910T121455.333430Z_stm32_010,2026-09-10T12:14:55.340Z,2026-09-10T12:15:47.219Z,5180416,0.0014724903069506545,7c74a15fd5a78eb43e9e3a03f3e983237b28b2fc0a3f58ce53039c51fce6f729,337783004c91cd251f401ccf4c4be758acbdb31bb91496731cd54ec9671de59f,159849461b7f3ade75b4b4674f4302327964ec31fc1404bc8609fd47f9e80b2d,0d8b3aa0fb12e57613ec34e71adef726595f5311348d97342a7c6a719f62f164,35b8fdbbb41a3b1ae5ed2a4b98d7974dc07f23a8b894ba0366842acc6ebd1e01
